test_year,score,weather_stratum,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,event_deduplicated_cost_capture,event_deduplicated_aos_capture,selected_event_deduplicated_cost,total_event_deduplicated_cost,selected_event_deduplicated_aos,total_event_deduplicated_aos
2007,component_transition_score,high wind,0.05,52,9,3,2,0.2222222222222222,0.6666666666666666,0.17307692307692307,3.8518518518518516,0.0,0.9795918367346939,0.0,0.0,144.0,147.0
2007,component_transition_score,high wind,0.1,52,9,6,5,0.5555555555555556,0.8333333333333334,0.17307692307692307,4.814814814814815,0.0,0.9795918367346939,0.0,0.0,144.0,147.0
2007,component_transition_score,low visibility,0.05,130,13,7,3,0.23076923076923078,0.42857142857142855,0.1,4.285714285714286,0.0,0.0,0.0,65058.0,0.0,16.0
2007,component_transition_score,low visibility,0.1,130,13,13,4,0.3076923076923077,0.3076923076923077,0.1,3.076923076923077,0.0,0.125,0.0,65058.0,2.0,16.0
2007,component_transition_score,precipitation,0.05,327,22,17,8,0.36363636363636365,0.47058823529411764,0.0672782874617737,6.994652406417113,0.43550640141582864,0.0,147155.0,337894.0,0.0,300.0
2007,component_transition_score,precipitation,0.1,327,22,33,13,0.5909090909090909,0.3939393939393939,0.0672782874617737,5.855371900826446,0.5987055111958188,0.7933333333333333,202299.0,337894.0,238.0,300.0
2007,component_transition_score,low ceiling,0.05,780,62,39,24,0.3870967741935484,0.6153846153846154,0.07948717948717948,7.741935483870969,0.9247051500292183,0.7865384615384615,3639547.0,3935900.0,409.0,520.0
2007,component_transition_score,low ceiling,0.1,780,62,78,37,0.5967741935483871,0.47435897435897434,0.07948717948717948,5.967741935483871,0.9497355115729567,0.9442307692307692,3738064.0,3935900.0,491.0,520.0
2007,weather_severity_only,all matched,0.05,3424,234,172,16,0.06837606837606838,0.09302325581395349,0.0683411214953271,1.361160803021268,0.003176207160732198,0.0015450643776824034,41823.0,13167592.0,9.0,5825.0
2007,weather_severity_only,all matched,0.1,3424,234,343,26,0.1111111111111111,0.07580174927113703,0.0683411214953271,1.1091674765144153,0.03154054287222751,0.007553648068669528,415313.0,13167592.0,44.0,5825.0
2007,component_weather_transition_score,all matched,0.05,3424,234,172,78,0.3333333333333333,0.45348837209302323,0.0683411214953271,6.6356589147286815,0.753557977798826,0.3533047210300429,9922544.0,13167592.0,2058.0,5825.0
2007,component_weather_transition_score,all matched,0.1,3424,234,343,117,0.5,0.34110787172011664,0.0683411214953271,4.991253644314869,0.8122301328899012,0.5539914163090128,10695115.0,13167592.0,3227.0,5825.0
2008,component_transition_score,all matched,0.05,3481,263,175,100,0.38022813688212925,0.5714285714285714,0.0755530020109164,7.56328082563824,0.8401438819737199,0.6943833699780132,14000571.0,16664492.0,3474.0,5003.0
2008,component_transition_score,all matched,0.1,3481,263,349,152,0.5779467680608364,0.4355300859598854,0.0755530020109164,5.764563609225708,0.8577303166517167,0.770337797321607,14293640.0,16664492.0,3854.0,5003.0
2008,component_transition_score,normal weather,0.05,2473,176,124,71,0.4034090909090909,0.5725806451612904,0.07116862110796603,8.045408724340177,0.9381762086511437,0.7229219143576826,11664706.0,12433385.0,2870.0,3970.0
