test_year,train_start,train_end,train_window,target,score,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift
1996,1991,1995,5,part_damage,component_only_rate,0.05,2533,576,127,71,0.1232638888888889,0.5590551181102362,0.2273983418870904,2.458483705161855
1996,1991,1995,5,part_damage,component_only_rate,0.1,2533,576,254,132,0.22916666666666666,0.5196850393700787,0.2273983418870904,2.2853510498687664
1996,1991,1995,5,part_damage,component_only_rate,0.2,2533,576,507,241,0.4184027777777778,0.47534516765285995,0.2273983418870904,2.0903633848345384
1996,1991,1995,5,part_damage,component_phase_size_rate,0.01,2533,576,26,20,0.034722222222222224,0.7692307692307693,0.2273983418870904,3.3827457264957266
1996,1991,1995,5,part_damage,component_phase_size_rate,0.05,2533,576,127,98,0.1701388888888889,0.7716535433070866,0.2273983418870904,3.3934000437445317
1996,1991,1995,5,part_damage,component_phase_size_rate,0.1,2533,576,254,171,0.296875,0.6732283464566929,0.2273983418870904,2.960568405511811
1996,1991,1995,5,part_damage,component_phase_size_rate,0.2,2533,576,507,308,0.5347222222222222,0.6074950690335306,0.2273983418870904,2.6715017532325223
1996,1991,1995,5,part_damage,component_phase_size_mass_rate,0.01,2533,576,26,24,0.041666666666666664,0.9230769230769231,0.2273983418870904,4.059294871794872
1996,1991,1995,5,part_damage,component_phase_size_mass_rate,0.05,2533,576,127,97,0.1684027777777778,0.7637795275590551,0.2273983418870904,3.3587735126859144
1996,1991,1995,5,part_damage,component_phase_size_mass_rate,0.1,2533,576,254,169,0.2934027777777778,0.6653543307086615,0.2273983418870904,2.9259418744531938
