test_year,operation_stratum,score,budget_share,test_component_records,target_records,selected_component_records,captured_target_records,capture_rate,selected_target_rate,overall_target_rate,lift,weighted_capture_rate,weighted_lift
2003,medium operations,component_transition_score,0.05,1341,125,68,31,0.248,0.45588235294117646,0.09321401938851603,4.890705882352941,0.24803278054891476,4.8988636443005635
2003,medium operations,component_transition_score,0.1,1341,125,135,49,0.392,0.362962962962963,0.09321401938851603,3.893866666666667,0.39172101617591837,3.8941599745467257
2003,high operations,component_transition_score,0.05,1301,116,66,33,0.28448275862068967,0.5,0.08916218293620293,5.607758620689655,0.2848218098121175,5.5928724772053675
2003,high operations,component_transition_score,0.1,1301,116,131,47,0.4051724137931034,0.35877862595419846,0.08916218293620293,4.0238878652276915,0.40564079594662245,4.016699352071603
2003,all matched,airport_operations_only,0.05,3556,321,178,11,0.03426791277258567,0.06179775280898876,0.09026996625421822,0.6845881899961497,0.030586606096371705,0.6849725158958054
2003,all matched,airport_operations_only,0.1,3556,321,356,31,0.09657320872274143,0.08707865168539326,0.09026996625421822,0.9646469949945746,0.08758429998278179,0.9692829274907184
2003,low operations,airport_operations_only,0.05,914,80,46,2,0.025,0.043478260869565216,0.087527352297593,0.4967391304347826,0.024324720942976476,0.4985771011973121
2003,low operations,airport_operations_only,0.1,914,80,92,3,0.0375,0.03260869565217391,0.087527352297593,0.372554347826087,0.03648734392220309,0.3738107143324068
2003,medium operations,airport_operations_only,0.05,1341,125,68,8,0.064,0.11764705882352941,0.09321401938851603,1.2621176470588236,0.062132507505379304,1.2655674462164117
2003,medium operations,airport_operations_only,0.1,1341,125,135,16,0.128,0.11851851851851852,0.09321401938851603,1.2714666666666667,0.12438602722768835,1.2749496634383253
2003,high operations,airport_operations_only,0.05,1301,116,66,6,0.05172413793103448,0.09090909090909091,0.08916218293620293,1.019592476489028,0.04870174991867412,1.0149622455848974
2003,high operations,airport_operations_only,0.1,1301,116,131,7,0.0603448275862069,0.05343511450381679,0.08916218293620293,0.5993024480126349,0.05684687562929304,0.5958393569384604
2004,all matched,component_transition_score,0.05,3949,308,198,103,0.3344155844155844,0.5202020202020202,0.07799442896935933,6.669733044733045,0.3379742266216664,6.680111092617349
2004,all matched,component_transition_score,0.1,3949,308,395,165,0.5357142857142857,0.4177215189873418,0.07799442896935933,5.355786618444847,0.5395650261771016,5.345512473551924
2004,low operations,component_transition_score,0.05,1018,86,51,26,0.3023255813953488,0.5098039215686274,0.08447937131630648,6.034655722754218,0.3045638584929462,6.05693958812557
2004,low operations,component_transition_score,0.1,1018,86,102,49,0.5697674418604651,0.4803921568627451,0.08447937131630648,5.686502507979936,0.573277309102695,5.720665975430146
2004,medium operations,component_transition_score,0.05,1342,102,68,34,0.3333333333333333,0.5,0.07600596125186289,6.57843137254902,0.3330139653149216,6.571496885974194
2004,medium operations,component_transition_score,0.1,1342,102,135,55,0.5392156862745098,0.4074074074074074,0.07600596125186289,5.360203340595497,0.5403039126944941,5.369626823509632
2004,high operations,component_transition_score,0.05,1589,120,80,37,0.30833333333333335,0.4625,0.07551919446192575,6.124270833333333,0.307388946661665,6.095712548507403
2004,high operations,component_transition_score,0.1,1589,120,159,60,0.5,0.37735849056603776,0.07551919446192575,4.99685534591195,0.497106148648711,4.95426745125134
2004,all matched,airport_operations_only,0.05,3949,308,198,12,0.03896103896103896,0.06060606060606061,0.07799442896935933,0.7770562770562771,0.03455248917121529,0.7742371554673019
2004,all matched,airport_operations_only,0.1,3949,308,395,28,0.09090909090909091,0.07088607594936709,0.07799442896935933,0.908860759493671,0.08158119559236734,0.9057372853093641
2004,low operations,airport_operations_only,0.05,1018,86,51,5,0.05813953488372093,0.09803921568627451,0.08447937131630648,1.1605107159142727,0.05618677330306503,1.1587042979965865
2004,low operations,airport_operations_only,0.1,1018,86,102,10,0.11627906976744186,0.09803921568627451,0.08447937131630648,1.1605107159142727,0.11245765299530135,1.1582381327653029
2004,medium operations,airport_operations_only,0.05,1342,102,68,5,0.049019607843137254,0.07352941176470588,0.07600596125186289,0.9674163783160323,0.047579353660383975,0.9696320239296893
2004,medium operations,airport_operations_only,0.1,1342,102,135,9,0.08823529411764706,0.06666666666666667,0.07600596125186289,0.8771241830065359,0.08571737025243785,0.878813657110489
2004,high operations,airport_operations_only,0.05,1589,120,80,3,0.025,0.0375,0.07551919446192575,0.49656249999999996,0.023511128379498755,0.4935710845513604
2004,high operations,airport_operations_only,0.1,1589,120,159,8,0.06666666666666667,0.050314465408805034,0.07551919446192575,0.6662473794549266,0.06281490825247019,0.662459325819731
2005,all matched,component_transition_score,0.05,4037,317,202,109,0.3438485804416404,0.5396039603960396,0.07852365618033193,6.871864946747041,0.3455658692702682,6.849750821262918
2005,all matched,component_transition_score,0.1,4037,317,404,174,0.5488958990536278,0.4306930693069307,0.07852365618033193,5.48488303088984,0.5498415695302,5.443483113212412
2005,low operations,component_transition_score,0.05,898,93,45,29,0.3118279569892473,0.6444444444444445,0.10356347438752785,6.222700119474313,0.31036951729059475,6.244642314462469
2005,low operations,component_transition_score,0.1,898,93,90,43,0.46236559139784944,0.4777777777777778,0.10356347438752785,4.613381123058542,0.4632186229219156,4.632106324442356
2005,medium operations,component_transition_score,0.05,1525,121,77,40,0.3305785123966942,0.5194805194805194,0.07934426229508197,6.547171836428034,0.3293004226861451,6.583372214899078
2005,medium operations,component_transition_score,0.1,1525,121,153,69,0.5702479338842975,0.45098039215686275,0.07934426229508197,5.6838437854480635,0.5699439301614474,5.714561420644154
2005,high operations,component_transition_score,0.05,1614,103,81,41,0.39805825242718446,0.5061728395061729,0.06381660470879802,7.931679252067601,0.39848946460348317,7.928910648757477
2005,high operations,component_transition_score,0.1,1614,103,162,58,0.5631067961165048,0.35802469135802467,0.06381660470879802,5.6102121539014735,0.5625261567451844,5.599823003046763
2005,all matched,airport_operations_only,0.05,4037,317,202,18,0.056782334384858045,0.0891089108910891,0.07852365618033193,1.1348033857013462,0.05035827262545691,1.1284942430113447
